bırakmıyorlar	bırak+Verb+Neg+Prog1+A3pl
çakışmadıkça	çakış+Verb+Neg^DB+Adverb+AsLongAs
keşfetmedim	keşfet+Verb+Neg+Past+A1sg
olmuyoruz	ol+Verb+Neg+Prog1+A1pl
düşünmüyorlar	düşün+Verb+Neg+Prog1+A3pl
alışamadım	alış+Verb^DB+Verb+Able+Neg+Past+A1sg
başlanmadığı	başla+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
ödeyemedim	öde+Verb^DB+Verb+Able+Neg+Past+A1sg
açılamadığını	aç+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
almadıklarını	al+Verb+Neg^DB+Noun+PastPart+A3pl+P3sg+Acc
olamayacağından	ol+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P2sg+Abl
tutamadıklarından	tut+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3pl+Abl
uymayanlar	uy+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
gerekmiyor	gerek+Verb+Neg+Prog1+A3sg
tatmamış	tat+Verb+Neg+Narr+A3sg
bilmeyenler	bil+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
gidememesinin	git+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Gen
ulaşamadığın	ulaş+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P2sg+Nom
değilsin	değil+Verb+Neg+Pres+A2sg
bakmayacağını	bak+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
sığınmayan	sığın+Verb+Neg^DB+Adj+PresPart
anlatmadın	anla+Verb^DB+Verb+Caus+Neg+Past+A2sg
beklemiyoruz	bekle+Verb+Neg+Prog1+A1pl
ayrılmadık	ayır+Verb^DB+Verb+Pass+Neg+Past+A1pl
anlamadıklarını	anla+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
öğrenemediklerini	öğren+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
etmiyorsunuz	et+Verb+Neg+Prog1+A2pl
duymadığını	duy+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
yetmeyen	yet+Verb+Neg^DB+Adj+PresPart
çalışmaması	çalış+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
etmediğiniz	et+Verb+Neg^DB+Adj+PastPart+P2pl
yemiyorsa	ye+Verb+Neg+Prog1+Cond+A3sg
alamıyorsanız	al+Verb^DB+Verb+Able+Neg+Prog1+Cond+A2pl
bastıramayanların	bas+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Gen
doğurmasa	doğ+Verb^DB+Verb+Caus+Neg+Desr+A3sg
inanmazsınız	inan+Verb+Neg+Aor+A2pl
unutmamaları	unut+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
iyileştirmemek	iyi+Adj^DB+Verb+Become^DB+Verb+Caus+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
vermediğimize	ver+Verb+Neg^DB+Noun+PastPart+A3sg+P1pl+Dat
sağlanamadığı	sağla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
artmaması	art+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
görünmemektedir	görün+Verb+Neg+Prog2+A3sg+Cop
olmayacaktır	ol+Verb+Neg+Fut+A3sg+Cop
kesilmeyeceği	kes+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
hazmedemediğimizin	hazmet+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P1pl+Gen
kaybolmadığını	kaybol+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
çekinmemişlerdir	çekin+Verb+Neg+Narr+A3pl+Cop
çalışmayan	çalış+Verb+Neg^DB+Adj+PresPart
unutamıyor	unut+Verb^DB+Verb+Able+Neg+Prog1+A3sg
alamamak	al+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
hissetmeme	hisset+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
kabullenemiyor	kabullen+Verb^DB+Verb+Able+Neg+Prog1+A3sg
kazanmadığı	kazan+Verb+Neg^DB+Adj+PastPart+P3sg
davranmadı	davran+Verb+Neg+Past+A3sg
beğenmeseler	beğen+Verb+Neg+Desr+A3pl
söylemediğini	söyle+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
söyleyemediği	söyle+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
yaptıramadığı	yap+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
uğramaz	uğra+Verb+Neg+Aor+A3sg
uygulanmayacaktır	uygula+Verb^DB+Verb+Pass+Neg+Fut+A3sg+Cop
yapamıyorsunuz	yap+Verb^DB+Verb+Able+Neg+Prog1+A2pl
tanımamalarına	tanı+Verb+Neg^DB+Noun+Inf2+A3sg+P3pl+Dat
özelleştirilmemeli	özel+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Pass+Neg+Neces+A3sg
kesilmediğini	kes+Verb^DB+Verb+Pass+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
yazmayacak	yaz+Verb+Neg+Fut+A3sg
ulaşamadıkları	ulaş+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P3pl
hatırlamasak	hatırla+Verb+Neg+Desr+A1pl
getirilmezse	getir+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
gösterilmezse	göster+Verb^DB+Verb+Pass+Neg+Aor+Cond+A3sg
değiştiremeyeceğimize	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P1pl+Dat
sokmadığımız	sok+Verb+Neg^DB+Adj+PastPart+P1pl
etmiyorduk	et+Verb+Neg+Prog1+Past+A1pl
gelişmediği	geliş+Verb+Neg^DB+Adj+PastPart+P3sg
dönemeyeceğini	dön+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
geçemeyeceğiz	geç+Verb^DB+Verb+Able+Neg+Fut+A1pl
söylemedilerse	söyle+Verb+Neg+Past+A3pl+Cond
yapılamadı	yap+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
almıyorum	al+Verb+Neg+Prog1+A1sg
üzülmemesini	üz+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Acc
kullanılmayacak	kullan+Verb^DB+Verb+Pass+Neg+Fut+A3sg
gidemeyenler	git+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
unutulmamalı	unut+Verb^DB+Verb+Pass+Neg+Neces+A3sg
ummadığınız	um+Verb+Neg^DB+Adj+PastPart+P2pl
açmamakla	aç+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Ins
geçemeyeceği	geç+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
önemsenmeyecek	önemse+Verb^DB+Verb+Pass+Neg+Fut+A3sg
yaşayamazlar	yaşa+Verb^DB+Verb+Able+Neg+Aor+A3pl
patlamayan	patla+Verb+Neg^DB+Adj+PresPart
fırlamıyor	fırla+Verb+Neg+Prog1+A3sg
aşamamış	aş+Verb^DB+Verb+Able+Neg+Narr+A3sg
küçümsenmemesi	küçümse+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
yürüyemiyor	yürü+Verb^DB+Verb+Able+Neg+Prog1+A3sg
alamadık	al+Verb^DB+Verb+Able+Neg+Past+A1pl
sonuçlanmadı	sonuç+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Past+A3sg
girmediği	gir+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
girmediyse	gir+Verb+Neg+Past+Cond+A3sg
çalışmamış	çalış+Verb+Neg+Narr+A3sg
davranmamak	davran+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
olunmuyor	ol+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
kullanmayıp	kullan+Verb+Neg^DB+Adverb+AfterDoingSo
yatırmayanın	yat+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3sg+Pnon+Gen
girilmedi	gir+Verb^DB+Verb+Pass+Neg+Past+A3sg
satılamayan	sat+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
tutmamış	tut+Verb+Neg+Narr+A3sg
hoşlanmıyor	hoşlan+Verb+Neg+Prog1+A3sg
açıklanamayan	açıkla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
kızarmasın	kızar+Verb+Neg+Imp+A3sg
bakmadığı	bak+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
yapılmaması	yap+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
göstermiyorlar	göster+Verb+Neg+Prog1+A3pl
kalamayacaksa	kal+Verb^DB+Verb+Able+Neg+Fut+Cond+A3sg
bulamazsın	bul+Verb^DB+Verb+Able+Neg+Aor+A2sg
alamıyorlardı	al+Verb^DB+Verb+Able+Neg+Prog1+A3pl+Past
değerlendiremez	değer+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
olunmayan	ol+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
yaşamayız	yaşa+Verb+Neg+Aor+A1pl
başlamayacak	başla+Verb+Neg+Fut+A3sg
getirilemeyen	getir+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
dönüşmüyor	dönüş+Verb+Neg+Prog1+A3sg
sağlanmayacağı	sağla+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
olamayacaktı	ol+Verb^DB+Verb+Able+Neg+Fut+Past+A3sg
uyduramayan	uy+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PresPart
çıkartılmadı	çık+Verb^DB+Verb+Caus^DB+Verb+Caus^DB+Verb+Pass+Neg+Past+A3sg
yaşanmayabilirdi	yaşa+Verb^DB+Verb+Pass+Neg^DB+Verb+Able+Aor+Past+A3sg
tekrarlanmayacağını	tekrarla+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
çalışamaz	çalış+Verb^DB+Verb+Able+Neg+Aor+A3sg
yaşamazdık	yaşa+Verb+Neg+Aor+Past+A1pl
haketmiyordu	haket+Verb+Neg+Prog1+Past+A3sg
görülmemeli	gör+Verb^DB+Verb+Pass+Neg+Neces+A3sg
duyulmayacak	duy+Verb^DB+Verb+Pass+Neg+Fut+A3sg
saklayama	sakla+Verb^DB+Verb+Able+Neg+Imp+A2sg
kullanamadık	kullan+Verb^DB+Verb+Able+Neg+Past+A1pl
artırılmazsa	art+Verb^DB+Verb+Caus^DB+Verb+Pass+Neg+Aor+Cond+A3sg
istemediğinin	iste+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Gen
yaratmadığını	yara+Verb^DB+Verb+Caus+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
yapamayan	yap+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
etmemeliyiz	et+Verb+Neg+Neces+A1pl
etmeyen	et+Verb+Neg^DB+Adj+PresPart
edemeyen	et+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
bulunmama	bulun+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
doğurmayacağı	doğ+Verb^DB+Verb+Caus+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
yapılmayacağı	yap+Verb^DB+Verb+Pass+Neg^DB+Adj+FutPart+P3sg
gelmemektedir	gel+Verb+Neg+Prog2+A3sg+Cop
dağıtılmaması	dağıt+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
verilmemesi	ver+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
ödememişler	öde+Verb+Neg+Narr+A3pl
ödemediği	öde+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
ödememiş	öde+Verb+Neg+Narr+A3sg
bitmeyebilir	bit+Verb+Neg^DB+Verb+Able+Aor+A3sg
bulunmayacak	bulun+Verb+Neg^DB+Adj+FutPart+Pnon
yakalanamadı	yakala+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
yakalanmadılar	yakala+Verb^DB+Verb+Pass+Neg+Past+A3pl
duymamaları	duy+Verb+Neg^DB+Noun+Inf2+A3pl+P3sg+Nom
kalmayacak	kal+Verb+Neg+Fut+A3sg
gecikmeyecek	gecik+Verb+Neg+Fut+A3sg
almasın	al+Verb+Neg+Imp+A3sg
kullanmamak	kullan+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
gösterilmez	göster+Verb^DB+Verb+Pass+Neg+Aor+A3sg
kurtulamayız	kurtul+Verb^DB+Verb+Able+Neg+Aor+A1pl
uyuyamıyorum	uyu+Verb^DB+Verb+Able+Neg+Prog1+A1sg
bulmuyoruz	bul+Verb+Neg+Prog1+A1pl
sığmadığı	sığ+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Nom
çıkmazsak	çık+Verb+Neg+Aor+Cond+A1pl
uyduramadılar	uy+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A3pl
olmazlardan	ol+Verb+Neg^DB+Adj+AorPart^DB+Noun+Zero+A3pl+Pnon+Abl
getirmiyorum	getir+Verb+Neg+Prog1+A1sg
inanamıyorlar	inan+Verb^DB+Verb+Able+Neg+Prog1+A3pl
kalkmadığını	kalk+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
yapamıyorum	yap+Verb^DB+Verb+Able+Neg+Prog1+A1sg
gelmedim	gel+Verb+Neg+Past+A1sg
hoşlanmıyorum	hoşlan+Verb+Neg+Prog1+A1sg
seçmeyeceğini	seç+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
geçirmiyoruz	geç+Verb^DB+Verb+Caus+Neg+Prog1+A1pl
katılmadılar	kat+Verb^DB+Verb+Pass+Neg+Past+A3pl
tutmadılar	tut+Verb+Neg+Past+A3pl
yetiştiremediği	yetiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
hatırlayamadığım	hatırla+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P1sg+Nom
anlaşamadığım	anlaş+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P1sg
ağlamasın	ağla+Verb+Neg+Imp+A3sg
koklamadım	kokla+Verb+Neg+Past+A1sg
soyutlayamayız	soyutla+Verb^DB+Verb+Able+Neg+Aor+A1pl
ayrılmayan	ayır+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
çıkaramadı	çık+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Past+A3sg
dayanamam	daya+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Aor+A1sg
hatırlayamadı	hatırla+Verb^DB+Verb+Able+Neg+Past+A3sg
hazırlanmam	hazırla+Verb^DB+Verb+Pass+Neg+Aor+A1sg
çakılmasın	çak+Verb^DB+Verb+Pass+Neg+Imp+A3sg
yapamayacakları	yap+Verb^DB+Verb+Able+Neg^DB+Noun+FutPart+A3sg+P3pl+Nom
başlamayın	başla+Verb+Neg+Imp+A2pl
tanımadılar	tanı+Verb+Neg+Past+A3pl
uyanmayanlar	uyan+Verb+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
tanışmazlarmış	tanış+Verb+Neg+Aor+A3pl+Narr
olamamış	ol+Verb^DB+Verb+Able+Neg+Narr+A3sg
geçirmedi	geç+Verb^DB+Verb+Caus+Neg+Past+A3sg
gerçekleştiremeyecekti	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Able+Neg+Fut+Past+A3sg
edinilemedi	edin+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
bilemiyordu	bil+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
veremedi	ver+Verb^DB+Verb+Able+Neg+Past+A3sg
kaldırılamadı	kal+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg+Past+A3sg
beklenmeyecek	bekle+Verb^DB+Verb+Pass+Neg^DB+Adj+FutPart+Pnon
tamamlanamamıştı	tamamla+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Narr+Past+A3sg
gerçekleştirememesine	gerçek+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Dat
olmamasından	ol+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Abl
olunamamasından	ol+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+P3sg+Abl
artmayabilir	art+Verb+Neg^DB+Verb+Able+Aor+A3sg
artmamasında	art+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Loc
artmadığı	art+Verb+Neg^DB+Adj+PastPart+P3sg
çeviremedim	çevir+Verb^DB+Verb+Able+Neg+Past+A1sg
uğramayacağını	uğra+Verb+Neg^DB+Noun+FutPart+A3sg+P3sg+Acc
bakamadığım	bak+Verb^DB+Verb+Able+Neg^DB+Adj+PastPart+P1sg
bitirememişlerdi	bit+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Narr+A3pl+Past
koyamadılar	koy+Verb^DB+Verb+Able+Neg+Past+A3pl
okunamayan	oku+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
alamıyoruz	al+Verb^DB+Verb+Able+Neg+Prog1+A1pl
doğmaz	doğ+Verb+Neg+Aor+A3sg
tutulmayan	tut+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
çiftleştirmiyorlar	çiftleş+Verb^DB+Verb+Caus+Neg+Prog1+A3pl
ısmarlanmayan	ısmarla+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
çıkmadığını	çık+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
alınmıyor	al+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
tanınmıyor	tanı+Verb^DB+Verb+Pass+Neg+Prog1+A3sg
anlayamazdım	anla+Verb^DB+Verb+Able+Neg+Aor+Past+A1sg
yenemeyenler	ye+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
yenmeyen	ye+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
gelişmemiş	geliş+Verb+Neg+Narr+A3sg
yapışmaz	yapış+Verb+Neg+Aor+A3sg
çekmedi	çek+Verb+Neg+Past+A3sg
tartışmadı	tartış+Verb+Neg+Past+A3sg
gelmiyordum	gel+Verb+Neg+Prog1+Past+A1sg
getirememiştim	getir+Verb^DB+Verb+Able+Neg+Narr+Past+A1sg
anlatmadığımı	anlat+Verb+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
anımsamıyorum	anımsa+Verb+Neg+Prog1+A1sg
beslememeye	besle+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
oynatmıyorlardı	oyna+Verb^DB+Verb+Caus+Neg+Prog1+A3pl+Past
atamadığımı	at+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P1sg+Acc
içmediğimiz	iç+Verb+Neg^DB+Adj+PastPart+P1pl
şaşırmadık	şaşır+Verb+Neg+Past+A1pl
aratmayan	ara+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart
vazgeçmiyoruz	vazgeç+Verb+Neg+Prog1+A1pl
engellemiyor	engelle+Verb+Neg+Prog1+A3sg
uzatmasa	uza+Verb^DB+Verb+Caus+Neg+Desr+A3sg
istememiştim	iste+Verb+Neg+Narr+Past+A1sg
etmese	et+Verb+Neg+Desr+A3sg
getirilmez	getir+Verb^DB+Verb+Pass+Neg+Aor+A3sg
bakamamaktan	bak+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Abl
koruyamamaktan	koru+Verb^DB+Verb+Able+Neg^DB+Noun+Inf1+A3sg+Pnon+Abl
önemsemedi	önemse+Verb+Neg+Past+A3sg
olamadığını	ol+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
getirilemeyişi	getir+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Noun+Inf3+A3sg+P3sg+Nom
açılamayan	aç+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
kırmamak	kır+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
yapamadık	yap+Verb^DB+Verb+Able+Neg+Past+A1pl
gidemeyen	git+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart
alınmayacağı	al+Verb^DB+Verb+Pass+Neg^DB+Noun+FutPart+A3sg+P3sg+Nom
bilmiyorduk	bil+Verb+Neg+Prog1+Past+A1pl
takılmadılar	tak+Verb^DB+Verb+Pass+Neg+Past+A3pl
varılmaz	var+Verb^DB+Verb+Pass+Neg+Aor+A3sg
örtünmeyen	örtün+Verb+Neg^DB+Adj+PresPart
yenemediğimiz	ye+Verb^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PastPart+P1pl
uzaklaştıramadığı	uzak+Adj^DB+Verb+Become^DB+Verb+Caus^DB+Verb+Able+Neg^DB+Adj+PastPart+P3sg
kaybetmedikleri	kaybet+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
giremeyenler	gir+Verb^DB+Verb+Able+Neg^DB+Adj+PresPart^DB+Noun+Zero+A3pl+Pnon+Nom
oturamıyorlar	otur+Verb^DB+Verb+Able+Neg+Prog1+A3pl
durdurulamayan	dur+Verb^DB+Verb+Caus^DB+Verb+Pass^DB+Verb+Able+Neg^DB+Adj+PresPart
kandırmasın	kan+Verb^DB+Verb+Caus+Neg+Imp+A3sg
yememe	ye+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Nom
kazanmamak	kazan+Verb+Neg^DB+Noun+Inf1+A3sg+Pnon+Nom
bilemediniz	bil+Verb^DB+Verb+Able+Neg+Past+A2pl
kurtaramayacak	kurtar+Verb^DB+Verb+Able+Neg+Fut+A3sg
olmamalıydı	ol+Verb+Neg+Neces+Past+A3sg
bitiremezler	bit+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3pl
uğraşmayın	uğraş+Verb+Neg+Imp+A2pl
yemediği	ye+Verb+Neg^DB+Adj+PastPart+P3sg
bitiremez	bit+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Aor+A3sg
suçlayamam	suçla+Verb^DB+Verb+Able+Neg+Aor+A1sg
çıkarmaması	çık+Verb^DB+Verb+Caus+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
gezmemesi	gez+Verb+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
kopmadı	kop+Verb+Neg+Past+A3sg
yetmedi	yet+Verb+Neg+Past+A3sg
değinmiyor	değin+Verb+Neg+Prog1+A3sg
katılmayan	kat+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
katılmayacak	kat+Verb^DB+Verb+Pass+Neg+Fut+A3sg
almayacaktır	al+Verb+Neg+Fut+A3sg+Cop
zedelenmemesi	zedele+Verb^DB+Verb+Pass+Neg^DB+Noun+Inf2+A3sg+P3sg+Nom
yapmayacaklarını	yap+Verb+Neg^DB+Noun+FutPart+A3pl+P3pl+Acc
kısıtlayamaz	kısıtla+Verb^DB+Verb+Able+Neg+Aor+A3sg
kazandırmaz	kazan+Verb^DB+Verb+Caus+Neg+Aor+A3sg
çözemiyorsunuz	çöz+Verb^DB+Verb+Able+Neg+Prog1+A2pl
tükenmediğini	tüken+Verb+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
olamazsak	ol+Verb^DB+Verb+Able+Neg+Aor+Cond+A1pl
demesin	de+Verb+Neg+Imp+A3sg
hazzetmeyen	hazzet+Verb+Neg^DB+Adj+PresPart
yazmaz	yaz+Verb+Neg+Aor+A3sg
üzülmüyorum	üz+Verb^DB+Verb+Pass+Neg+Prog1+A1sg
benzememeye	benze+Verb+Neg^DB+Noun+Inf2+A3sg+Pnon+Dat
gitmeseler	git+Verb+Neg+Desr+A3pl
ilgilenmezdi	ilgilen+Verb+Neg+Aor+Past+A3sg
değiştiremeyecektim	değiş+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Fut+Past+A1sg
izleyememiştim	izle+Verb^DB+Verb+Able+Neg+Narr+Past+A1sg
işleyememenin	işle+Verb^DB+Verb+Able+Neg^DB+Noun+Inf2+A3sg+Pnon+Gen
aldırmayan	al+Verb^DB+Verb+Caus+Neg^DB+Adj+PresPart
yakıştıramıyor	yakış+Verb^DB+Verb+Caus^DB+Verb+Able+Neg+Prog1+A3sg
atamazsanız	at+Verb^DB+Verb+Able+Neg+Aor+Cond+A2pl
kazanamazsınız	kazan+Verb^DB+Verb+Able+Neg+Aor+A2pl
atamadık	at+Verb^DB+Verb+Able+Neg+Past+A1pl
kuramaz	kur+Verb^DB+Verb+Able+Neg+Aor+A3sg
kuramazsan	kur+Verb^DB+Verb+Able+Neg+Aor+Cond+A2sg
sağlayamazsın	sağla+Verb^DB+Verb+Able+Neg+Aor+A2sg
yapamazsın	yap+Verb^DB+Verb+Able+Neg+Aor+A2sg
kuramazsa	kur+Verb^DB+Verb+Able+Neg+Aor+Cond+A3sg
olamıyorlar	ol+Verb^DB+Verb+Able+Neg+Prog1+A3pl
anlamadığım	anla+Verb+Neg^DB+Adj+PastPart+P1sg
oynayamıyordu	oyna+Verb^DB+Verb+Able+Neg+Prog1+Past+A3sg
oynanmaz	oyna+Verb^DB+Verb+Pass+Neg+Aor+A3sg
istemediklerinden	iste+Verb+Neg^DB+Noun+PastPart+A3sg+P3pl+Abl
bahsetmeyen	bahset+Verb+Neg^DB+Adj+PresPart
kızmıyorum	kız+Verb+Neg+Prog1+A1sg
sayılmayan	say+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
atılmayan	at+Verb^DB+Verb+Pass+Neg^DB+Adj+PresPart
yapamadıklarını	yap+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3pl+P3pl+Acc
yapamadığını	yap+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3sg+Acc
oynayamayabilir	oyna+Verb^DB+Verb+Able+Neg^DB+Verb+Able+Aor+A3sg
almayın	al+Verb+Neg+Imp+A2pl
yiyemediklerinden	ye+Verb^DB+Verb+Able+Neg^DB+Noun+PastPart+A3sg+P3pl+Abl
oturtmazlar	otur+Verb^DB+Verb+Caus+Neg+Aor+A3pl
etmedikleri	et+Verb+Neg^DB+Noun+PastPart+A3pl+P3pl+Nom
geçmeyelim	geç+Verb+Neg+Opt+A1pl
yanaşmadı	yanaş+Verb+Neg+Past+A3sg
çözemedi	çöz+Verb^DB+Verb+Able+Neg+Past+A3sg
inanmadın	inan+Verb+Neg+Past+A2sg
gösteremiyorlar	göster+Verb^DB+Verb+Able+Neg+Prog1+A3pl
olmayın	ol+Verb+Neg+Imp+A2pl
şartlanmayalım	şart+Noun+A3sg+Pnon+Nom^DB+Verb+Acquire+Neg+Opt+A1pl
yenemiyormuş	ye+Verb^DB+Verb+Pass^DB+Verb+Able+Neg+Prog1+Narr+A3sg
